ID_hecho,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Cruce,Dirección Normalizada,COMUNA,XY (CABA),Longitud,Latitud,PARTICIPANTES,VICTIMA,ACUSADO
2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin información,AUTOPISTA PERITO MORENO e IRIGOYEN,10,Point (96064.06591151 99221.69236283),-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,SANTIAGO DEL ESTERO,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,Point (107261.50953067 99806.16899068),-58.38410880,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.","FALCON, RAMON L.,CNEL.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,Point (98376.49615363 99359.41534876),-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,MENDOZA,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,Point (101036.85652575 107926.87651681),-58.45200171,-34.55781320,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL","CAMPOS, LUIS M. AV.","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,Point (101714.11981913 107461.10208167),-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,MAURE,FOREST AV. y MAURE,15,Point (101017.68913992 104676.11449993),-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,AVELLANEDA AV.,BOYACA AV. y AVELLANEDA AV.,7,Point (100337.26455822 100756.41076314),-58.45962210,-34.62245140,MOTO-AUTO,MOTO,AUTO
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,TILCARA,BARCO CENTENERA DEL y TILCARA,4,Point (103996.06089673 97239.27066069),-58.41970850,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,BOLIVAR (NO OFICIAL),RIESTRA AV. y BOLIVAR (NO OFICIAL),7,Point (101964.06573044 97768.88820027),-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO",Sin información,"CASTRO, EMILIO 4706",10,Point (97458.87181153 98502.45008355),-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,Sin información,27 DE FEBRERO AV. 5600,8,Point (103516.29283702 96305.80102228),-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO
2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.",Sin información,"GARAY, JUAN DE AV. 2874",4,Point (105355.77079994 99994.97457130),-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,OLIVERA AV.,PRIMERA JUNTA y OLIVERA AV.,9,Point (98504.80160700 97011.97752137),-58.47961100,-34.65620398,PEATON-CARGAS,PEATON,CARGAS
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",AZUL,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,Point (98982.27543524 99337.43508034),-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,"LUGONES, LEOPOLDO AV.","PAZ, GRAL. AV.","LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,Point (99830.29053639 110496.05308488),-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,LUJAN,SAN ANTONIO y LUJAN,4,Point (108029.19662631 97048.95529785),-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin información,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,Point (108408.31866027 97219.56223456),-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",TAGLE,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,Point (105980.99138544 105385.93253091),-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,Point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,PEATON-CARGAS,PEATON,CARGAS
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,CABILDO AV.,"PAZ, GRAL. AV.","CABILDO AV. y PAZ, GRAL. AV.",13,Point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,ELCANO AV. 4300,AVENIDA,ELCANO AV.,Sin información,ELCANO AV. 4300,15,Point (100173.09831701 104773.73030321),-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,MONTE Y CORVALAN,CALLE,MONTE,CORVALAN,MONTE y CORVALAN,9,Point (98049.89254647 96769.28504384),-58.48457413,-34.65839090,AUTO-AUTO,AUTO,AUTO
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,CORRIENTES AV. 6700,AVENIDA,CORRIENTES AV.,Sin información,CORRIENTES AV. 6700,15,Point (100960.33601283 104532.07598431),-58.45283186,-34.58841560,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,ALVAREZ THOMAS AV.,MENDOZA,ALVAREZ THOMAS AV. y MENDOZA,12,Point (98491.73236150 106110.45743791),-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,"BROWN, ALTE. AV.","BLANES, JUAN MANUEL","BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,Point (109247.85081573 99794.76658137),-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Sin información,"ALBERDI, JUAN BAUTISTA AV. 5455",9,Point (96669.91669285 97846.12432372),-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,"JUSTO, JUAN B. AV.",CAMARGO,"JUSTO, JUAN B. AV. y CAMARGO",15,Point (101631.52816900 103735.20218464),-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,"BRIN, MINISTRO Y SUAREZ",CALLE,"BRIN, MINISTRO",SUAREZ,"BRIN, MINISTRO y SUAREZ",4,Point (109831.09861352 99447.57530396),-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin información,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,Point (107762.62066755 100018.90176184),-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,CASEROS AV. Y PIEDRAS,AVENIDA,CASEROS AV.,PIEDRAS,CASEROS AV. y PIEDRAS,1,Point (108041.76772318 100219.10582069),-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,de los constituyentes av. 4300,AVENIDA,DE LOS CONSTITUYENTES AV.,Sin información,DE LOS CONSTITUYENTES AV. 4300,12,Point (97512.85370485 105056.21473822),-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,"MORENO, PERITO AV.",TILCARA AV.,"MORENO, PERITO AV. y TILCARA AV.",4,Point (103875.40694167 97709.33732832),-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,IBARROLA,"GORDILLO, TIMOTEO","IBARROLA y GORDILLO, TIMOTEO",9,Point (94600.31582329 98648.40911008),-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO
2019-0103,1,2019-12-18,2019,12,18,SD,0,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,"PAZ, GRAL. AV.",GRIVEO,"PAZ, GRAL. AV. y GRIVEO",11,Point (94643.11254058 103831.57115061),-58.52169422,-34.59471640,MOTO-MOTO,MOTO,MOTO
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,RIVADAVIA AV.,PERGAMINO,RIVADAVIA AV. y PERGAMINO,10,Point (98963.45381519 99690.23941640),-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,SEGUROLA AV.,SANTO TOME y SEGUROLA AV.,10,Point (96164.17004077 101559.58637156),-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,URIARTE Y LOYOLA,CALLE,URIARTE,LOYOLA,URIARTE y LOYOLA,15,Point (102219.66522967 104119.42339682),-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,SARAZA Y VARELA AV.,AVENIDA,SARAZA,VARELA AV.,SARAZA y VARELA AV.,7,Point (101201.50959665 98092.52358781),-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
